timestamp,latitude,longitude,elevation
2019-04-06T18:47:40Z,38.4758339,-85.7698104,108.266
2019-04-06T18:47:46Z,38.477622,-85.7700062,107.169
2019-04-06T18:47:51Z,38.4790753,-85.7702598,111.702
2019-04-06T18:47:57Z,38.4807726,-85.7706227,119.665
2019-04-06T18:48:02Z,38.4821668,-85.7709228,120.513
2019-04-06T18:48:08Z,38.4838892,-85.7712797,120.369
2019-04-06T18:48:14Z,38.4855771,-85.7715328,119.385
2019-04-06T18:48:19Z,38.4868702,-85.7715801,117.776
2019-04-06T18:48:25Z,38.4881772,-85.771517,121.089
2019-04-06T18:48:31Z,38.4890625,-85.7711956,120.106
2019-04-06T18:48:37Z,38.4895653,-85.7708553,119.387
2019-04-06T18:48:42Z,38.4896559,-85.7706525,118.639
2019-04-06T18:48:47Z,38.4894771,-85.7702672,119.006
2019-04-06T18:48:53Z,38.4891781,-85.76972,117.559
2019-04-06T18:48:59Z,38.4893974,-85.7694094,119.09
2019-04-06T18:49:05Z,38.4895559,-85.7694991,119.657
2019-04-06T18:49:10Z,38.489662,-85.7697538,119.309
2019-04-06T18:49:16Z,38.4899025,-85.7697728,117.714
2019-04-06T18:49:21Z,38.490077,-85.7697708,119.161
2019-04-06T18:49:26Z,38.4902246,-85.7697646,119.541
2019-04-06T18:49:32Z,38.49044,-85.7697536,119.413
2019-04-06T18:49:38Z,38.4906165,-85.7697477,120.442
2019-04-06T18:49:43Z,38.4906932,-85.7698398,122.424
2019-04-06T18:49:49Z,38.4907127,-85.769939,122.321
2019-04-06T18:49:55Z,38.4907254,-85.7699575,124.22
2019-04-06T18:50:01Z,38.4907218,-85.7699297,124.904
2019-04-06T18:50:07Z,38.4907257,-85.769923,124.665
2019-04-06T18:50:12Z,38.4907347,-85.7699215,124.967
2019-04-06T18:50:18Z,38.4907368,-85.7699229,124.911
2019-04-06T18:50:23Z,38.4907377,-85.769923,124.895
2019-04-06T18:50:29Z,38.4907374,-85.7699234,124.955
2019-04-06T18:50:35Z,38.4907369,-85.7699234,125.009
2019-04-06T18:50:41Z,38.4907364,-85.7699235,125.152
2019-04-06T18:50:46Z,38.4907355,-85.7699236,125.318
2019-04-06T18:50:51Z,38.4907319,-85.769922,124.954
2019-04-06T18:50:57Z,38.4907338,-85.7699212,126.71
2019-04-06T18:51:03Z,38.4907331,-85.7699155,126.89
2019-04-06T18:51:09Z,38.4907332,-85.76988,124.521
2019-04-06T18:51:14Z,38.4907223,-85.7698888,122.298
2019-04-06T18:51:20Z,38.4907133,-85.7698937,122.535
2019-04-06T18:51:26Z,38.4907217,-85.7698927,120.993
2019-04-06T18:51:32Z,38.4907241,-85.769896,120.812
2019-04-06T18:51:38Z,38.4907233,-85.7698972,120.918
2019-04-06T18:51:43Z,38.4907232,-85.7698972,120.943
2019-04-06T18:51:48Z,38.4907222,-85.7698974,121.209
2019-04-06T18:51:54Z,38.4907219,-85.7698978,121.221
2019-04-06T18:52:00Z,38.4907215,-85.7698979,121.25
2019-04-06T18:52:05Z,38.4907213,-85.7698978,121.251
2019-04-06T18:52:10Z,38.4907211,-85.769898,121.239
2019-04-06T18:52:16Z,38.490721,-85.7698981,121.241
2019-04-06T18:52:21Z,38.4907208,-85.7698984,121.251
2019-04-06T18:52:27Z,38.4907458,-85.7699164,122.505
2019-04-06T18:52:33Z,38.4907583,-85.7699324,121.75
2019-04-06T18:52:39Z,38.4907662,-85.769948,123.11
2019-04-06T18:52:45Z,38.4907666,-85.7699542,125.617
2019-04-06T18:52:50Z,38.4907678,-85.7699579,124.839
2019-04-06T18:52:56Z,38.4907567,-85.76996,123.377
2019-04-06T18:53:02Z,38.4907449,-85.7699595,121.95
2019-04-06T18:53:07Z,38.4907323,-85.7699583,122.79
2019-04-06T18:53:12Z,38.4907307,-85.7699593,123.084
2019-04-06T18:53:18Z,38.4907315,-85.7699594,122.627
2019-04-06T18:53:24Z,38.4907317,-85.7699593,122.677
2019-04-06T18:53:30Z,38.4907323,-85.7699593,122.275
2019-04-06T18:53:35Z,38.4907323,-85.7699593,122.255
2019-04-06T18:53:41Z,38.4907326,-85.7699591,122.046
2019-04-06T18:53:47Z,38.4907327,-85.769959,122.045
2019-04-06T18:53:52Z,38.4907327,-85.769959,121.985
2019-04-06T18:53:57Z,38.4907327,-85.769959,121.943
2019-04-06T18:54:03Z,38.4907325,-85.7699591,122.008
2019-04-06T18:54:09Z,38.4907324,-85.7699592,121.983
2019-04-06T18:54:14Z,38.4907323,-85.7699594,121.997
2019-04-06T18:54:19Z,38.4907324,-85.769959,121.904
2019-04-06T18:54:25Z,38.4907327,-85.7699468,121.327
2019-04-06T18:54:31Z,38.4907349,-85.7699202,120.277
2019-04-06T18:54:36Z,38.4907361,-85.7699174,119.984
2019-04-06T18:54:42Z,38.4907362,-85.7699167,119.593
2019-04-06T18:54:48Z,38.4907394,-85.7699159,119.904
2019-04-06T18:54:53Z,38.4907422,-85.7699191,119.522
2019-04-06T18:54:59Z,38.490752,-85.7699232,118.412
2019-04-06T18:55:04Z,38.4907556,-85.7699251,118.304
2019-04-06T18:55:10Z,38.4907556,-85.7699259,118.285
2019-04-06T18:55:16Z,38.4907553,-85.7699287,119.51
2019-04-06T18:55:21Z,38.490758,-85.7699301,117.732
2019-04-06T18:55:26Z,38.4907587,-85.7699342,117.346
2019-04-06T18:55:31Z,38.4907592,-85.7699345,117.332
2019-04-06T18:55:37Z,38.4907591,-85.7699347,117.44
2019-04-06T18:55:42Z,38.4907591,-85.7699347,117.468
2019-04-06T18:55:47Z,38.4907591,-85.7699347,117.458
2019-04-06T18:55:53Z,38.4907594,-85.7699346,117.469
2019-04-06T18:55:59Z,38.4907595,-85.7699347,117.479
2019-04-06T18:56:05Z,38.4907594,-85.7699349,117.499
2019-04-06T18:56:11Z,38.4907593,-85.769935,117.504
2019-04-06T18:56:17Z,38.4907592,-85.769935,117.505
2019-04-06T18:56:22Z,38.4907591,-85.769935,117.518
2019-04-06T18:56:28Z,38.4907592,-85.769935,117.518
2019-04-06T18:56:34Z,38.4907592,-85.769935,117.52
2019-04-06T18:56:39Z,38.4907596,-85.7699505,119.18
2019-04-06T18:56:45Z,38.4907499,-85.7700806,120.515
2019-04-06T18:56:50Z,38.4906914,-85.7702293,123.784
2019-04-06T18:56:56Z,38.4905048,-85.770345,124.815
2019-04-06T18:57:01Z,38.490412,-85.7703744,126.287
2019-04-06T18:57:06Z,38.4904074,-85.7703683,126.169
2019-04-06T18:57:12Z,38.4904108,-85.7703626,126.383
2019-04-06T18:57:18Z,38.4904136,-85.7703603,126.645
2019-04-06T18:57:23Z,38.4904137,-85.7703606,126.643
2019-04-06T18:57:29Z,38.4904137,-85.7703606,126.648
2019-04-06T18:57:35Z,38.4904138,-85.7703606,126.649
2019-04-06T18:57:41Z,38.4904142,-85.7703606,126.525
2019-04-06T18:57:47Z,38.4904143,-85.7703607,126.496
2019-04-06T18:57:52Z,38.4904117,-85.7703656,126.471
2019-04-06T18:57:57Z,38.4904069,-85.7703684,127.399
2019-04-06T18:58:03Z,38.4904058,-85.7703683,126.531
2019-04-06T18:58:09Z,38.4904057,-85.770368,126.484
2019-04-06T18:58:15Z,38.4904058,-85.7703682,126.474
2019-04-06T18:58:21Z,38.4904058,-85.7703681,126.473
2019-04-06T18:58:26Z,38.4904058,-85.7703681,126.418
2019-04-06T18:58:31Z,38.4904058,-85.7703681,126.395
2019-04-06T18:58:37Z,38.4904058,-85.770368,126.367
2019-04-06T18:58:43Z,38.4904059,-85.7703682,126.327
2019-04-06T18:58:49Z,38.4904059,-85.7703682,126.335
2019-04-06T18:58:55Z,38.490406,-85.7703682,126.319
2019-04-06T18:59:01Z,38.4902375,-85.7703517,122.372
2019-04-06T18:59:06Z,38.48998,-85.7702703,121.757
2019-04-06T18:59:12Z,38.4896976,-85.7699811,120.786
2019-04-06T18:59:18Z,38.4895041,-85.7696481,119.474
2019-04-06T18:59:24Z,38.4893047,-85.7695806,119.599
2019-04-06T18:59:30Z,38.4893091,-85.7698547,118.781
2019-04-06T18:59:36Z,38.489589,-85.7703339,116.834
2019-04-06T18:59:42Z,38.4900248,-85.7706705,113.785
2019-04-06T18:59:47Z,38.4905666,-85.7706066,114.661
2019-04-06T18:59:53Z,38.4914374,-85.7709026,119.016
2019-04-06T18:59:58Z,38.4923968,-85.7711656,123.039
2019-04-06T19:00:03Z,38.4935934,-85.7711375,121.343
2019-04-06T19:00:08Z,38.4949135,-85.7710766,117.516
2019-04-06T19:00:14Z,38.4965378,-85.7709612,110.714
2019-04-06T19:00:20Z,38.4982421,-85.7708186,108.62
2019-04-06T19:00:26Z,38.5000227,-85.7706788,106.866
2019-04-06T19:00:32Z,38.5018267,-85.7706141,107.575
2019-04-06T19:00:37Z,38.5033083,-85.7706634,103.985
2019-04-06T19:00:43Z,38.5050886,-85.7708699,103.011
2019-04-06T19:00:49Z,38.5068786,-85.771107,105.557
2019-04-06T19:00:55Z,38.5086792,-85.7713276,111.6
2019-04-06T19:01:00Z,38.5101755,-85.7715251,115.136
2019-04-06T19:01:06Z,38.5119812,-85.771793,115.208
2019-04-06T19:01:11Z,38.513426,-85.7719906,108.951
2019-04-06T19:01:17Z,38.5152229,-85.7722494,107.082
2019-04-06T19:01:23Z,38.5169193,-85.7724896,103.649
2019-04-06T19:01:29Z,38.5186001,-85.7727848,104.448
2019-04-06T19:01:34Z,38.5199617,-85.7729768,103.984
2019-04-06T19:01:40Z,38.5216083,-85.7731742,101.655
2019-04-06T19:01:46Z,38.5232865,-85.7733909,105.812
2019-04-06T19:01:51Z,38.5247333,-85.7736036,106.207
2019-04-06T19:01:56Z,38.526147,-85.7737842,110.542
2019-04-06T19:02:02Z,38.5277837,-85.7740157,111.707
2019-04-06T19:02:07Z,38.5290542,-85.7742507,114.827
2019-04-06T19:02:13Z,38.530648,-85.7746488,118.28
2019-04-06T19:02:19Z,38.5322691,-85.7751498,120.738
2019-04-06T19:02:25Z,38.5338744,-85.775688,121.776
2019-04-06T19:02:31Z,38.5355359,-85.7762021,122.569
2019-04-06T19:02:36Z,38.5369162,-85.7766002,126.902
2019-04-06T19:02:41Z,38.5383225,-85.7770382,125.774
